grade,gender,transgender,sexual_orientation,religion,ethnicity,physical_disability,learning_disability,parent_guardian,guardian_degree,language_at_home_number,book_in_home_number,book_read_number,computer_at_home_number,district,gpa,dei_01,dei_02,dei_03,dei_04,dei_fair_to_boys,"G_School Climate for Diversity, Equity, and Inclusion			",dei_05,dei_06,dei_07,dei_10,"G_School Climate Overall			",dei_11,dei_12,dei_13,dei_16,dei_17,dei_18,dei_21,dei_75,"G_Classroom Teaching Supporting Diversity, Equity, and Inclusion						",dei_24,dei_25,dei_26,"G_Co-curricular Activities Supporting Diversity, Equity, and Inclusion		",dei_27,dei_28,dei_29,"G_School Commitment to Diversity, Equity, and Inclusion",dei_30,dei_31,dei_32,dei_35,dei_36,dei_37,"G_Everyday Discrimination by Students					",dei_48,dei_49,dei_50,dei_53,dei_54,dei_55,"G_Everyday Discrimination by Teachers					",dei_72,dei_73,dei_74,dei_76,"G_Outcomes					",dei_80,dei_81,dei_82,dei_83,dei_84,"G_Meaningful Interactions Across Difference				"
11,Female,No,I don't know,Atheist,Asian,No,No,Single Parent,I don't know,2,100-250,,"Yes, three or more",7,1,4,3,4,5,,4,4,4,5,4,4.25 ,,4,4,2,2,4,2,2,2.86 ,3,,,3,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,4.00 ,4.25 ,5,5,,5,,5
9,Male,No,Heterosexual,Christian,White,No,I don't know,Parents,Finished a professional or graduate degree after college,1,100-250,,"Yes, three or more",7,2,5,5,3,4,,4.25,4,4,5,4,4.25 ,,4,4,4,4,4,4,4,4.00 ,4,3,3,3.333333333,4,4,4,4,3,4,4,4,4,4,3.833333333,1,1,1,1,1,1,1,5,3,4,4.50 ,4.13 ,3,3,3,4,4,3.4
10,Female,No,Heterosexual,Christian,White,No,No,Parents,Finished a 4-year college degree,1,100-250,,"Yes, three or more",7,1,5,3,5,5,,4.5,5,5,5,4,4.75 ,,2,2,2,2,2,2,2,2.00 ,3,0,3,2,4,4,5,4.333333333,3,2,2,3,1,1,2,1,1,1,1,1,1,1,4,5,4,4.00 ,4.25 ,4,3,4,4,4,3.8
12,Male,No,Heterosexual,None,White,No,No,Single Parent,Attended some college or earned a 2-year degree,1,100-250,,"Yes, two",7,1,3,3,2,5,,3.25,5,5,5,4,4.75 ,,4,4,5,5,4,4,4,4.29 ,4,4,5,4.333333333,4,5,4,4.333333333,2,2,3,3,3,2,2.5,2,2,1,2,1,1,1.5,4,4,5,4.50 ,4.38 ,5,3,4,5,4,4.2
11,Male,No,Heterosexual,None,White,No,No,Single Parent,Finished a professional or graduate degree after college,1,100-250,,"Yes, three or more",7,1,4,4,4,4,,4,4,4,4,4,4.00 ,,4,4,4,4,4,4,4,4.00 ,0,0,4,1.333333333,4,5,4,4.333333333,2,2,2,2,2,2,2,2,2,2,1,1,1,1.5,4,4,4,3.50 ,3.88 ,5,3,5,4,2,3.8
9,Male,No,Heterosexual,None,White,No,Yes,Parents,Attended some college or earned a 2-year degree,1,25-99,,"Yes, three or more",7,3,4,5,5,5,,4.75,4,4,5,5,4.50 ,,5,5,5,5,5,5,5,5.00 ,4,4,5,4.333333333,5,5,5,5,2,1,1,1,1,3,1.5,1,1,1,1,1,1,1,5,5,5,5.00 ,5.00 ,4,1,1,1,4,2.2
9,Male,No,Heterosexual,None,Asian,No,No,Parents,Finished a 4-year college degree,2,25-99,,"Yes, three or more",7,1,5,5,5,5,,5,5,5,5,5,5.00 ,,5,5,5,5,5,5,5,5.00 ,3,3,4,3.333333333,,,,,2,2,2,1,1,1,1.5,2,2,2,1,1,1,1.5,4,4,4,5.00 ,4.25 ,3,3,3,3,3,3
9,Male,No,Heterosexual,Christian,White,No,No,Parents,Finished a professional or graduate degree after college,1,25-99,,"Yes, two",7,1,4,3,5,4,,4,4,4,5,4,4.25 ,,3,4,4,3,3,4,3,3.43 ,0,0,0,0,4,4,5,4.333333333,2,2,2,2,1,2,1.833333333,2,2,2,2,1,2,1.833333333,4,4,4,3.50 ,3.88 ,3,4,4,5,3,3.8
10,Male,No,Heterosexual,Christian,White,No,No,Parents,Finished a professional or graduate degree after college,1,More than 250,,"Yes, three or more",7,,5,5,5,5,,5,5,5,5,5,5.00 ,,5,5,5,5,5,5,5,5.00 ,,,,,5,5,5,5,,,,,,,,1,1,1,1,1,1,1,5,5,5,5.00 ,5.00 ,,,,,,
10,Female,No,Heterosexual,Christian,White,No,No,Parents,Finished a professional or graduate degree after college,1,More than 250,,"Yes, three or more",7,2,5,5,5,5,,5,4,5,5,4,4.50 ,,4,4,4,4,4,4,4,4.00 ,0,0,0,0,4,4,5,4.333333333,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,0.50 ,2.13 ,3,3,3,3,3,3
10,Male,No,Heterosexual,None,White,No,No,Parents,I don't know,1,25-99,,"Yes, one",7,4,4,4,5,2,,3.75,4,4,5,4,4.25 ,,,,,,,,,,4,4,,4,4,4,4,4,1,1,,,,,1,1,1,,,,,1,3,3,3,3.50 ,3.13 ,1,1,1,1,1,1
11,Female,No,Bisexual,I don't know,White,No,No,Parents,Finished a 4-year college degree,1,100-250,,"Yes, three or more",7,1,2,2,1,5,,2.5,5,4,4,4,4.25 ,,3,1,2,1,1,2,1,1.57 ,0,0,3,1,3,2,4,3,3,3,4,4,1,2,2.833333333,2,1,2,1,1,1,1.333333333,3,4,4,3.50 ,3.63 ,5,4,5,4,5,4.6
11,Male,No,Heterosexual,Christian,White,Yes,No,Parents,Finished a 4-year college degree,1,More than 250,,"Yes, three or more",7,1,5,5,2,5,,4.25,4,5,5,5,4.75 ,,5,2,4,1,4,4,2,3.14 ,1,1,4,2,5,5,4,4.666666667,1,1,1,2,1,1,1.166666667,1,1,1,1,1,1,1,4,5,4,4.50 ,4.38 ,4,4,4,3,4,3.8
10,Female,No,I don't know,Christian,"Hispanic, Latino, or Spanish",I don't know,I don't know,Single Parent,Did not finish high school,2,11-24,,"Yes, one",7,2,4,4,3,4,,3.75,5,4,4,5,4.50 ,,3,2,2,1,2,1,2,1.86 ,3,4,1,2.666666667,5,4,4,4.333333333,3,3,4,3,2,2,2.833333333,2,1,2,1,1,1,1.333333333,2,4,2,3.50 ,2.88 ,5,5,5,5,5,5
10,Female,No,Heterosexual,Christian,White,No,No,Parents,Finished a 4-year college degree,1,100-250,,"Yes, three or more",7,1,5,5,4,4,,4.5,4,4,4,5,4.25 ,,3,2,2,4,2,3,2,2.57 ,3,0,3,2,5,5,5,5,2,2,3,3,2,2,2.333333333,2,2,2,2,1,2,1.833333333,4,4,4,4.00 ,4.00 ,4,5,4,4,4,4.2
12,Male,No,Heterosexual,Christian,Asian,No,No,Parents,Attended some college or earned a 2-year degree,1,More than 250,,"Yes, three or more",7,2,,5,5,5,,5,5,5,4,5,4.75 ,,4,,4,3,4,5,3,3.83 ,3,3,4,3.333333333,4,4,3,3.666666667,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,3,4.50 ,4.13 ,4,,,,,4
11,Male,No,I don't know,Hindu,"Some other race, ethnicity, or origin",No,No,Parents,Finished a professional or graduate degree after college,1,100-250,,"Yes, three or more",7,1,4,3,4,4,,3.75,4,4,5,5,4.50 ,,3,4,4,4,4,4,4,3.86 ,4,4,4,4,4,4,4,4,2,2,1,1,1,2,1.5,1,1,1,1,1,1,1,4,5,4,5.00 ,4.50 ,3,3,2,2,2,2.4
9,Female,No,Bisexual,Christian,White,No,No,Stepparent,Finished a professional or graduate degree after college,2,100-250,,"Yes, three or more",7,1,5,4,5,5,,4.75,2,5,5,2,3.50 ,,3,2,2,2,2,2,2,2.14 ,0,4,4,2.666666667,1,4,5,3.333333333,5,4,2,4,2,2,3.166666667,1,2,1,1,1,1,1.166666667,3,4,3,5.00 ,3.75 ,3,4,4,3,3,3.4
6,Female,No,Heterosexual,Christian,White,Yes,No,Parents,Finished a professional or graduate degree after college,1,100-250,,"Yes, three or more",7,1,4,3,3,4,,3.5,5,5,5,5,5.00 ,,3,3,5,3,5,5,5,4.14 ,4,3,4,3.666666667,4,5,5,4.666666667,2,2,2,2,2,2,2,1,1,1,1,1,1,1,5,5,5,5.00 ,5.00 ,5,5,5,5,5,5
10,Female,No,Gay/Lesbian/Queer,Agnostic,White,No,Yes,Parents,Finished a professional or graduate degree after college,1,More than 250,,"Yes, three or more",7,5,4,4,1,5,,3.5,4,4,5,4,4.25 ,,4,4,3,2,2,4,3,3.14 ,0,4,3,2.333333333,4,3,3,3.333333333,4,3,2,4,1,2,2.666666667,3,3,2,2,1,2,2.166666667,4,3,3,4.00 ,3.50 ,5,5,5,5,5,5
9,Male,No,Gay/Lesbian/Queer,Atheist,White,No,No,Parents,Finished a professional or graduate degree after college,2,25-99,,"Yes, three or more",7,2,4,1,5,3,,3.25,4,4,5,4,4.25 ,,2,2,2,2,3,2,2,2.14 ,0,0,0,0,3,4,4,3.666666667,2,2,2,2,1,2,1.833333333,2,2,1,1,1,1,1.333333333,4,4,3,4.00 ,3.75 ,1,3,2,2,1,1.8
10,Male,No,Heterosexual,,White,No,No,Parents,Finished a professional or graduate degree after college,2,100-250,,"Yes, three or more",7,1,5,4,5,5,,4.75,4,4,5,5,4.50 ,,4,5,5,4,4,4,4,4.29 ,3,3,5,3.666666667,4,5,5,4.666666667,,,,,,,,3,3,3,3,1,1,2.333333333,5,5,5,4.00 ,4.75 ,5,5,4,5,3,4.4
9,Male,No,Heterosexual,Christian,White,No,No,Parents,Finished a professional or graduate degree after college,2,More than 250,,"Yes, three or more",7,1,5,5,1,1,,3,5,5,5,5,5.00 ,,5,5,5,5,5,5,5,5.00 ,3,3,5,3.666666667,5,5,5,5,2,2,1,1,1,1,1.333333333,1,1,1,1,2,1,1.166666667,5,5,5,5.00 ,5.00 ,5,5,5,5,2,4.4
6,Female,No,Gay/Lesbian/Queer,Christian,White,No,Yes,Alone or with friends,Finished a professional or graduate degree after college,1,25-99,,"Yes, two",7,2,3,2,4,4,,3.25,4,4,5,4,4.25 ,,2,2,4,4,4,4,4,3.43 ,4,4,4,4,3,3,3,3,2,2,2,3,2,2,2.166666667,2,2,2,3,2,2,2.166666667,4,4,3,4.00 ,3.75 ,4,4,4,4,4,4
9,Male,No,Heterosexual,Atheist,White,No,No,Parents,Finished a professional or graduate degree after college,1,100-250,,"Yes, three or more",7,1,5,5,4,4,,4.5,5,5,5,4,4.75 ,,5,4,4,4,5,5,5,4.57 ,5,5,5,5,4,4,5,4.333333333,2,2,1,2,1,2,1.666666667,2,2,1,1,1,1,1.333333333,5,5,4,4.50 ,4.63 ,4,5,3,5,4,4.2
10,Male,No,Heterosexual,Jewish,White,No,No,Parents,Finished a 4-year college degree,1,11-24,,"Yes, three or more",7,3,,1,1,1,,1,3,4,5,1,3.25 ,,3,2,2,3,3,1,2,2.29 ,0,0,0,0,3,3,3,3,2,5,3,2,2,2,2.666666667,3,3,3,5,2,2,3,3,3,3,1.50 ,2.63 ,4,5,5,4,4,4.4
10,Male,No,Heterosexual,Christian,"Hispanic, Latino, or Spanish",No,I don't know,Parents,Did not finish high school,2,25-99,,"Yes, two",7,4,5,5,5,1,,4,4,4,5,5,4.50 ,,3,4,5,5,4,3,4,4.00 ,4,3,4,3.666666667,4,4,5,4.333333333,,,,,,,,1,3,3,3,2,2,2.333333333,5,5,5,4.50 ,4.88 ,3,3,4,2,1,2.6
,Female,No,Heterosexual,,Asian,No,No,Parents,Attended some college or earned a 2-year degree,2,25-99,,,7,,4,4,4,4,,4,5,5,5,4,4.75 ,,2,2,2,2,2,3,3,2.29 ,4,3,3,3.333333333,4,4,3,3.666666667,2,1,1,3,1,1,1.5,2,1,1,2,1,1,1.333333333,4,4,4,5.00 ,4.25 ,5,3,5,5,2,4
,,,,,,,,,,,,,,7,,5,5,5,5,,5,5,5,5,5,5.00 ,,,,,,,,,,,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7,,1,3,1,5,,2.5,3,3,5,5,4.00 ,,,,,,,,,,,,,,3,3,4,3.333333333,,,,,,,,,,,,,,,,,,,,,,,,,
9,Female,No,Heterosexual,Christian,White,No,I don't know,Parents,Finished a professional or graduate degree after college,1,25-99,,"Yes, two",7,3,5,5,5,5,,5,1,5,5,5,4.00 ,,4,5,1,2,2,1,3,2.57 ,5,5,5,5,5,5,5,5,3,2,5,1,1,1,2.166666667,4,1,5,2,3,2,2.833333333,2,5,1,0.50 ,2.13 ,5,5,5,5,4,4.8
12,Female,No,Heterosexual,Christian,White,No,No,Parents,Finished a professional or graduate degree after college,1,100-250,,"Yes, three or more",7,2,4,4,3,,,3.666666667,4,4,5,3,4.00 ,,3,3,4,4,3,2,3,3.14 ,3,1,4,2.666666667,4,4,4,4,2,2,2,2,1,1,1.666666667,2,2,4,2,1,1,2,4,4,4,3.50 ,3.88 ,5,3,5,5,5,4.6
9,Male,No,Heterosexual,Christian,White,Yes,No,Parents,Finished a professional or graduate degree after college,1,100-250,,"Yes, three or more",7,1,5,5,5,1,,4,5,4,5,4,4.50 ,,5,5,5,5,5,5,5,5.00 ,0,0,0,0,5,5,5,5,3,1,3,3,2,2,2.333333333,3,1,1,3,1,1,1.666666667,4,4,4,4.50 ,4.13 ,5,5,5,5,5,5
9,Male,No,Heterosexual,Christian,White,No,No,Parents,Finished a professional or graduate degree after college,1,100-250,,"Yes, three or more",7,2,4,5,4,4,,4.25,4,4,4,4,4.00 ,,4,4,4,1,3,4,4,3.43 ,3,4,3,3.333333333,4,4,5,4.333333333,2,3,3,2,1,2,2.166666667,1,2,1,1,1,1,1.166666667,4,4,4,3.50 ,3.88 ,4,5,,4,3,4
9,Female,No,Heterosexual,Christian,White,No,I don't know,Parents,Finished a professional or graduate degree after college,2,100-250,,"Yes, three or more",7,1,4,4,2,4,,3.5,4,4,4,3,3.75 ,,4,3,2,2,3,2,2,2.57 ,0,0,0,0,4,5,4,4.333333333,3,,2,,,2,2.333333333,4,,4,,,3,3.666666667,4,4,4,4.00 ,4.00 ,3,2,4,2,2,2.6
10,Male,No,Heterosexual,Jewish,White,No,No,Parents,Finished a professional or graduate degree after college,1,11-24,,"Yes, three or more",7,2,2,2,2,3,,2.25,3,2,3,3,2.75 ,,2,2,2,2,2,2,2,2.00 ,0,0,0,0,2,2,2,2,2,2,2,2,2,3,2.166666667,2,2,2,2,2,2,2,3,3,3,2.00 ,2.75 ,2,2,2,2,2,2
10,Female,No,Heterosexual,Christian,White,No,No,Parents,Finished a 4-year college degree,1,100-250,,"Yes, three or more",7,2,3,4,5,3,,3.75,4,5,5,4,4.50 ,,3,3,3,2,2,4,4,3.00 ,0,0,3,1,4,3,3,3.333333333,2,1,1,1,1,1,1.166666667,2,1,1,1,1,1,1.166666667,4,5,4,3.50 ,4.13 ,4,5,4,3,4,4
11,Female,No,Heterosexual,Christian,"Hispanic, Latino, or Spanish",No,No,Parents,Finished high school,2,11-24,,"Yes, two",7,1,4,4,4,4,,4,4,4,4,5,4.25 ,,2,2,3,3,3,2,3,2.57 ,1,1,3,1.666666667,3,4,3,3.333333333,4,3,2,2,1,2,2.333333333,2,1,1,1,1,1,1.166666667,4,4,3,4.50 ,3.88 ,5,4,5,2,3,3.8
12,I don't know,I don't know,Gay/Lesbian/Queer,Atheist,White,No,No,Parents,Finished a professional or graduate degree after college,1,100-250,,"Yes, three or more",7,1,2,2,1,4,,2.25,3,3,2,4,3.00 ,,2,1,1,2,2,2,1,1.57 ,3,4,0,2.333333333,2,4,1,2.333333333,4,4,4,4,3,3,3.666666667,2,1,3,1,1,1,1.5,3,3,1,1.50 ,2.13 ,2,4,4,2,4,3.2
10,Male,No,Heterosexual,Christian,White,No,No,Parents,Finished a professional or graduate degree after college,1,100-250,,"Yes, three or more",7,2,5,5,5,5,,5,4,5,5,4,4.50 ,,5,5,5,4,5,5,5,4.86 ,3,3,4,3.333333333,4,4,5,4.333333333,2,2,1,2,1,3,1.833333333,1,1,1,1,1,1,1,4,4,3,3.50 ,3.63 ,4,4,5,4,3,4
11,Female,No,Heterosexual,I don't know,White,No,No,Parents,Finished a 4-year college degree,1,More than 250,,"Yes, three or more",7,1,4,4,3,4,,3.75,5,5,5,4,4.75 ,,2,3,4,2,4,4,3,3.14 ,4,3,5,4,4,4,3,3.666666667,4,2,2,3,1,3,2.5,2,2,3,4,1,2,2.333333333,4,5,4,4.00 ,4.25 ,5,5,4,5,5,4.8
12,Female,No,I don't know,None,White,No,No,Parents,Finished a 4-year college degree,1,100-250,,"Yes, three or more",7,3,2,3,1,5,,2.75,4,4,5,4,4.25 ,,2,2,1,2,1,3,1,1.71 ,3,3,5,3.666666667,2,3,1,2,1,1,5,5,2,4,3,1,1,4,5,1,1,2.166666667,4,4,3,3.50 ,3.63 ,4,4,4,5,5,4.4
10,Female,No,Heterosexual,Christian,White,No,No,Parents,Finished a professional or graduate degree after college,1,More than 250,,"Yes, three or more",7,1,4,3,3,3,,3.25,5,4,5,5,4.75 ,,4,4,4,3,2,1,3,3.00 ,0,0,3,1,4,3,4,3.666666667,3,3,3,4,1,1,2.5,3,2,2,2,1,1,1.833333333,3,3,4,3.50 ,3.38 ,4,4,4,3,3,3.6
9,Male,No,Heterosexual,Atheist,White,No,I don't know,Parents,Finished a professional or graduate degree after college,1,25-99,,"Yes, three or more",7,4,4,1,3,1,,2.25,3,3,4,4,3.50 ,,3,3,3,3,3,2,2,2.71 ,0,0,0,0,3,3,3,3,3,3,3,2,2,2,2.5,3,4,2,2,1,1,2.166666667,2,3,3,1.50 ,2.38 ,3,2,2,4,2,2.6
9,Female,No,Heterosexual,Christian,White,No,No,Parents,Finished a professional or graduate degree after college,1,100-250,,"Yes, three or more",7,1,4,5,5,4,,4.5,4,4,5,5,4.50 ,,5,5,5,3,,3,3,4.00 ,0,0,0,0,2,2,2,2,,,,3,3,2,2.666666667,2,2,1,1,1,1,1.333333333,5,5,4,4.50 ,4.63 ,3,4,4,5,5,4.2
12,Male,No,Bisexual,Atheist,"Hispanic, Latino, or Spanish",No,No,Single Parent,Finished a 4-year college degree,2,More than 250,,"Yes, three or more",7,2,1,1,1,3,,1.5,,3,4,4,3.67 ,,2,2,2,2,2,2,2,2.00 ,5,5,4,4.666666667,4,4,3,3.666666667,1,2,2,1,1,1,1.333333333,3,2,2,4,1,1,2.166666667,4,4,4,3.00 ,3.75 ,4,5,5,5,5,4.8
9,Male,No,Heterosexual,Atheist,White,No,No,Parents,Finished a professional or graduate degree after college,1,More than 250,,"Yes, three or more",7,2,5,5,5,5,,5,5,4,5,5,4.75 ,,5,5,5,5,5,5,5,5.00 ,0,0,0,0,5,5,4,4.666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5.00 ,5.00 ,1,5,5,1,3,3
,,,,,,,,,,,,,,7,,5,5,5,5,,5,5,5,5,5,5.00 ,,,,,,,,,,,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
12,Female,No,Gay/Lesbian/Queer,I don't know,White,No,No,Stepparent,Finished a professional or graduate degree after college,1,More than 250,,"Yes, three or more",7,2,4,2,1,4,,2.75,4,4,5,4,4.25 ,,2,2,2,2,2,2,2,2.00 ,3,4,0,2.333333333,3,3,3,3,3,3,2,3,1,2,2.333333333,2,2,1,3,1,1,1.666666667,4,4,3,2.00 ,3.25 ,4,4,4,3,5,4
9,Female,No,Heterosexual,Christian,White,No,No,Stepparent,Finished a professional or graduate degree after college,1,25-99,,"Yes, three or more",7,3,4,5,3,4,,4,4,4,5,5,4.50 ,,4,3,3,2,2,2,1,2.43 ,0,0,3,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,4.50 ,4.38 ,2,1,5,2,5,3
11,Female,No,Heterosexual,Christian,White,No,Yes,Parents,Finished a professional or graduate degree after college,2,More than 250,,"Yes, three or more",7,3,5,4,4,3,,4,5,5,5,5,5.00 ,,2,2,2,2,3,2,2,2.14 ,1,0,0,0.333333333,5,5,4,4.666666667,2,3,4,1,1,2,2.166666667,1,1,1,1,1,1,1,5,5,4,5.00 ,4.75 ,3,3,3,2,2,2.6
10,Female,No,Heterosexual,None,White,No,No,Parents,Finished a professional or graduate degree after college,1,100-250,,"Yes, two",7,1,5,5,4,5,,4.75,4,4,5,3,4.00 ,,1,3,,,4,3,4,3.00 ,1,1,1,1,4,4,3,3.666666667,1,1,1,2,1,2,1.333333333,1,1,1,1,1,1,1,4,5,4,4.00 ,4.25 ,4,5,5,4,5,4.6
10,Male,No,Heterosexual,Christian,Asian,No,No,Parents,Finished a 4-year college degree,1,More than 250,,"Yes, three or more",7,1,5,5,5,5,,5,5,5,5,5,5.00 ,,5,5,5,5,5,5,5,5.00 ,1,1,1,1,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5.00 ,5.00 ,5,5,5,5,5,5
,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Female,No,Heterosexual,I don't know,White,No,No,Parents,Finished a 4-year college degree,2,More than 250,,"Yes, one",7,2,4,4,3,4,,3.75,4,4,4,4,4.00 ,,3,3,3,3,3,3,3,3.00 ,3,3,3,3,3,4,3,3.333333333,4,4,2,3,3,2,3,3,3,3,3,3,2,2.833333333,4,3,4,4.50 ,3.88 ,4,3,4,4,3,3.6
10,Female,No,Bisexual,Other,"Hispanic, Latino, or Spanish",No,No,Parents,Did not finish high school,2,25-99,,"Yes, two",7,7,1,2,1,3,,1.75,3,3,4,3,3.25 ,,2,1,2,1,2,1,2,1.57 ,3,5,0,2.666666667,2,2,1,1.666666667,5,5,5,5,4,5,4.833333333,4,3,4,3,2,1,2.833333333,1,2,1,1.50 ,1.38 ,5,5,3,4,5,4.4
11,Female,No,Heterosexual,Christian,White,No,No,Parents,Finished a professional or graduate degree after college,1,100-250,,"Yes, three or more",7,1,5,4,1,5,,3.75,5,5,5,5,5.00 ,,2,2,4,2,2,4,2,2.57 ,5,5,5,5,4,3,3,3.333333333,1,1,2,4,4,5,2.833333333,1,1,2,1,1,1,1.166666667,4,4,5,5.00 ,4.50 ,1,3,4,3,3,2.8
9,I don't know,I don't know,Bisexual,Jewish,White,No,I don't know,Parents,Finished a professional or graduate degree after college,1,More than 250,,"Yes, three or more",7,1,2,2,1,3,,2,4,4,4,4,4.00 ,,4,4,4,2,3,3,4,3.43 ,4,3,3,3.333333333,3,3,3,3,2,2,2,2,2,2,2,1,1,2,2,1,1,1.333333333,3,4,4,4.50 ,3.88 ,5,5,5,5,5,5
12,Male,No,Heterosexual,Christian,White,No,No,Other Adult,Finished a 4-year college degree,1,11-24,,"Yes, two",7,1,5,5,4,5,,4.75,5,5,5,5,5.00 ,,5,4,4,4,4,4,4,4.14 ,4,5,4,4.333333333,5,5,4,4.666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,5.00 ,4.75 ,5,5,5,5,5,5
10,Female,No,Heterosexual,Christian,White,No,No,Parents,Attended some college or earned a 2-year degree,1,More than 250,,"Yes, three or more",7,1,4,4,4,4,,4,4,4,4,4,4.00 ,,3,3,3,3,3,3,3,3.00 ,0,0,0,0,3,3,3,3,4,3,3,4,2,3,3.166666667,2,3,3,2,1,1,2,3,3,3,4.50 ,3.38 ,4,3,4,3,3,3.4
9,Male,No,Heterosexual,Christian,White,No,No,Parents,Finished a professional or graduate degree after college,1,25-99,,"Yes, three or more",7,3,5,5,5,4,,4.75,,5,5,4,4.67 ,,2,2,2,2,2,2,2,2.00 ,0,0,0,0,5,5,5,5,1,,1,2,1,1,1.2,1,,1,4,1,1,1.6,5,5,5,5.00 ,5.00 ,4,4,4,4,2,3.6
11,Male,No,Heterosexual,Christian,Asian,No,No,Single Parent,Finished a 4-year college degree,1,11-24,,"Yes, three or more",7,1,5,5,5,,,5,4,4,5,5,4.50 ,,4,5,5,4,3,3,2,3.71 ,0,0,0,0,5,5,5,5,1,1,3,3,1,1,1.666666667,1,1,1,1,1,1,1,4,4,4,5.00 ,4.25 ,1,2,3,1,1,1.6
10,Male,No,Heterosexual,Jewish,White,No,I don't know,Parents,Finished a 4-year college degree,1,0-10,,"Yes, two",7,4,4,4,3,3,,3.5,2,3,4,2,2.75 ,,4,3,3,3,3,3,3,3.14 ,4,4,5,4.333333333,3,2,3,2.666666667,4,4,3,3,3,3,3.333333333,2,3,3,3,3,3,2.833333333,3,4,3,1.50 ,2.88 ,3,3,3,3,3,3
11,Female,No,I don't know,Atheist,White,No,No,Parents,Finished a professional or graduate degree after college,1,More than 250,,"Yes, three or more",7,1,3,2,4,5,,3.5,3,4,5,4,4.00 ,,2,2,2,2,2,2,2,2.00 ,4,0,5,3,3,4,3,3.333333333,2,3,1,1,1,1,1.5,1,1,1,2,1,1,1.166666667,3,4,3,3.50 ,3.38 ,4,2,3,4,4,3.4
9,Female,No,Heterosexual,None,Asian,No,No,Parents,Finished a 4-year college degree,2,100-250,,"Yes, three or more",7,2,4,4,5,5,,4.5,4,4,4,3,3.75 ,,4,5,4,4,4,4,4,4.14 ,0,0,0,0,3,4,2,3,3,4,2,4,1,3,2.833333333,3,2,3,1,1,1,1.833333333,3,4,3,3.50 ,3.38 ,4,4,4,4,3,3.8
5,Female,No,Heterosexual,Agnostic,White,,,,Attended some college or earned a 2-year degree,,,,"Yes, three or more",7,I donât know,5,2,2,5,,3.5,4,4,4,5,4.25 ,,2,2,2,2,2,2,2,2.00 ,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.50 ,3.13 ,5,4,2,4,1,3.2
6,Male,No,Heterosexual,None,White,No,No,Parents,Attended some college or earned a 2-year degree,1,100-250,,"Yes, two",7,1,3,3,5,2,,3.25,5,4,5,4,4.50 ,,2,2,2,2,3,4,4,2.71 ,0,1,0,0.333333333,4,4,3,3.666666667,3,2,4,3,3,3,3,1,1,1,1,2,1,1.166666667,5,5,5,5.00 ,5.00 ,3,4,1,2,1,2.2
10,Male,No,Heterosexual,Jewish,White,No,No,Parents,Finished a professional or graduate degree after college,1,More than 250,,"Yes, three or more",7,2,5,4,5,4,,4.5,5,5,5,4,4.75 ,,,,5,,5,,,5.00 ,,,,,4,4,4,4,1,1,2,3,1,1,1.5,1,1,1,1,1,1,1,5,4,3,4.00 ,4.00 ,4,5,5,5,3,4.4
9,Male,No,Heterosexual,Christian,White,No,I don't know,Parents,Finished a professional or graduate degree after college,1,More than 250,,"Yes, three or more",7,3,5,5,5,5,,5,5,5,5,5,5.00 ,,2,2,5,3,5,5,5,3.86 ,0,0,0,0,5,5,5,5,1,1,4,1,1,3,1.833333333,1,1,1,3,1,1,1.333333333,5,5,5,5.00 ,5.00 ,5,5,5,5,5,5
,Female,No,Heterosexual,Christian,White,No,No,,Attended some college or earned a 2-year degree,1,100-250,,"Yes, three or more",7,,5,5,1,5,,4,,5,5,5,5.00 ,,3,3,3,3,4,4,3,3.29 ,4,4,5,4.333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5.00 ,5.00 ,3,3,1,1,1,1.8
12,,No,Heterosexual,Christian,White,No,No,Parents,Finished a professional or graduate degree after college,1,More than 250,,"Yes, three or more",7,4,2,2,1,3,,2,2,4,3,2,2.75 ,,2,2,1,1,2,1,,1.50 ,0,0,,0,2,2,1,1.666666667,2,,3,4,1,2,2.4,2,,3,5,1,1,2.4,1,4,3,1.00 ,2.25 ,4,4,4,2,3,3.4
